time_s,nnc_bottom,nnc_second,gradient_per_nm
0.0,0.0,0.0,0.0
9.0,0.0,1.1569340358738864e-25,2.3138680717477728e-27
257.0,0.0,1.1599999930858345e-25,2.319999986171669e-27
7697.0,0.0,1.1599999930858345e-25,2.319999986171669e-27
25697.0,0.0,1.1599999930858345e-25,2.319999986171669e-27
43200.0,0.0,1.1599999930858345e-25,2.319999986171669e-27
